gene_name	hgnc_id	disease_label	mondo_disease_id	classification	chromosome	start	end	strand	gene_id	transcript_id	protein_id	uniprot_id	entrez_id	mondo_ancestor_id	ancestor_label
ADNP	HGNC:15766	ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder	MONDO_0014379	Definitive	20	50888916.0	50931437.0	-	ENSG00000101126	ENST00000621696	ENSP00000483881	Q9H2P0	23394	MONDO_0002025	psychiatric disorder
ADNP	HGNC:15766	ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder	MONDO_0014379	Definitive	20	50888916.0	50931437.0	-	ENSG00000101126	ENST00000621696	ENSP00000483881	Q9H2P0	23394	MONDO_0005071	nervous system disorder
ADRA2B	HGNC:282	epilepsy	MONDO_0005027	Refuted	2	96112876.0	96116571.0	-	ENSG00000274286	ENST00000620793	ENSP00000480573	P18089	151	MONDO_0005071	nervous system disorder
ADSL	HGNC:291	adenylosuccinate lyase deficiency	MONDO_0007068	Definitive	22	40346461.0	40390463.0	+	ENSG00000239900	ENST00000623063	ENSP00000485525	P30566	158	MONDO_0005066	metabolic disease
AFF2	HGNC:3776	non-syndromic X-linked intellectual disability	MONDO_0019181	Definitive	X	148500617.0	149000663.0	+	ENSG00000155966	ENST00000370460	ENSP00000359489	P51816	2334	MONDO_0002025	psychiatric disorder
AFF2	HGNC:3776	non-syndromic X-linked intellectual disability	MONDO_0019181	Definitive	X	148500617.0	149000663.0	+	ENSG00000155966	ENST00000370460	ENSP00000359489	P51816	2334	MONDO_0005071	nervous system disorder
AFG2A	HGNC:18119	syndromic complex neurodevelopmental disorder	MONDO_0800439	Definitive	4	122923070.0	123319433.0	+	ENSG00000145375	ENST00000274008	ENSP00000274008	Q8NB90	166378	MONDO_0005071	nervous system disorder
AFG2B	HGNC:28762	hearing loss, autosomal recessive 119	MONDO_0030480	Limited	15	45402336.0	45421415.0	+	ENSG00000171763	ENST00000305560	ENSP00000305494	Q9BVQ7	79029	MONDO_0002025	psychiatric disorder
AFG2B	HGNC:28762	hearing loss, autosomal recessive 119	MONDO_0030480	Limited	15	45402336.0	45421415.0	+	ENSG00000171763	ENST00000305560	ENSP00000305494	Q9BVQ7	79029	MONDO_0002409	auditory system disorder
AFG2B	HGNC:28762	hearing loss, autosomal recessive 119	MONDO_0030480	Limited	15	45402336.0	45421415.0	+	ENSG00000171763	ENST00000305560	ENSP00000305494	Q9BVQ7	79029	MONDO_0005071	nervous system disorder
AFG3L2	HGNC:315	optic atrophy 12	MONDO_0033549	Definitive	18	12328944.0	12377227.0	-	ENSG00000141385	ENST00000269143	ENSP00000269143	Q9Y4W6	10939	MONDO_0024458	disorder of visual system
AFG3L2	HGNC:315	optic atrophy 12	MONDO_0033549	Definitive	18	12328944.0	12377227.0	-	ENSG00000141385	ENST00000269143	ENSP00000269143	Q9Y4W6	10939	MONDO_0005071	nervous system disorder
AGA	HGNC:318	aspartylglucosaminuria	MONDO_0008830	Definitive	4	177430774.0	177442437.0	-	ENSG00000038002	ENST00000264595	ENSP00000264595	P20933	175	MONDO_0021147	disorder of development or morphogenesis
AGA	HGNC:318	aspartylglucosaminuria	MONDO_0008830	Definitive	4	177430774.0	177442437.0	-	ENSG00000038002	ENST00000264595	ENSP00000264595	P20933	175	MONDO_0005066	metabolic disease
AGA	HGNC:318	aspartylglucosaminuria	MONDO_0008830	Definitive	4	177430774.0	177442437.0	-	ENSG00000038002	ENST00000264595	ENSP00000264595	P20933	175	MONDO_0002081	musculoskeletal system disorder
AGK	HGNC:21869	mitochondrial disease	MONDO_0044970	Definitive	7	141551278.0	141655244.0	+	ENSG00000006530	ENST00000649286	ENSP00000497280	Q53H12	55750	MONDO_0044970	mitochondrial disease
AGL	HGNC:321	glycogen storage disease III	MONDO_0009291	Definitive	1	99850361.0	99924023.0	+	ENSG00000162688	ENST00000361915	ENSP00000355106	P35573	178	MONDO_0005066	metabolic disease
AGPAT2	HGNC:325	lipodystrophy	MONDO_0006573	Definitive	9	136673143.0	136687457.0	-	ENSG00000169692	ENST00000371696	ENSP00000360761	O15120	10555	MONDO_0005066	metabolic disease
AGPAT2	HGNC:325	lipodystrophy	MONDO_0006573	Definitive	9	136673143.0	136687457.0	-	ENSG00000169692	ENST00000371696	ENSP00000360761	O15120	10555	MONDO_0002051	integumentary system disorder
AGPS	HGNC:327	alkylglycerone-phosphate synthase deficiency	MONDO_0100274	Definitive	2	177392746.0	177567024.0	+	ENSG00000018510	ENST00000264167	ENSP00000264167	O00116	8540	MONDO_0005066	metabolic disease
AGTR2	HGNC:338	X-linked complex neurodevelopmental disorder	MONDO_0100148	Disputed	X	116170744.0	116174974.0	+	ENSG00000180772	ENST00000371906	ENSP00000360973	P50052	186	MONDO_0005071	nervous system disorder
AGXT	HGNC:341	alanine glyoxylate aminotransferase deficiency	MONDO_0100278	Definitive	2	240868824.0	240880502.0	+	ENSG00000172482	ENST00000307503	ENSP00000302620	P21549	189	MONDO_0005066	metabolic disease
AHDC1	HGNC:25230	AHDC1-related intellectual disability - obstructive sleep apnea - mild dysmorphism syndrome	MONDO_0014358	Definitive	1	27534035.0	27604431.0	-	ENSG00000126705	ENST00000673934	ENSP00000501218	Q5TGY3	27245	MONDO_0002025	psychiatric disorder
AHDC1	HGNC:25230	AHDC1-related intellectual disability - obstructive sleep apnea - mild dysmorphism syndrome	MONDO_0014358	Definitive	1	27534035.0	27604431.0	-	ENSG00000126705	ENST00000673934	ENSP00000501218	Q5TGY3	27245	MONDO_0005071	nervous system disorder
AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000265602	ENSP00000265602	Q8N157	54806	MONDO_0021147	disorder of development or morphogenesis
AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000265602	ENSP00000265602	Q8N157	54806	MONDO_0024458	disorder of visual system
AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000265602	ENSP00000265602	Q8N157	54806	MONDO_0005071	nervous system disorder
AICDA	HGNC:13203	hyper-IgM syndrome type 2	MONDO_0011528	Definitive	12	8602155.0	8613242.0	-	ENSG00000111732	ENST00000229335	ENSP00000229335	Q9GZX7	57379	MONDO_0005570	hematologic disorder
AICDA	HGNC:13203	hyper-IgM syndrome type 2	MONDO_0011528	Definitive	12	8602155.0	8613242.0	-	ENSG00000111732	ENST00000229335	ENSP00000229335	Q9GZX7	57379	MONDO_0005046	immune system disorder
AICDA	HGNC:13203	hyper-IgM syndrome type 2	MONDO_0011528	Definitive	12	8602155.0	8613242.0	-	ENSG00000111732	ENST00000229335	ENSP00000229335	Q9GZX7	57379	MONDO_0005570	hematologic disorder
AICDA	HGNC:13203	hyper-IgM syndrome type 2	MONDO_0011528	Definitive	12	8602155.0	8613242.0	-	ENSG00000111732	ENST00000229335	ENSP00000229335	Q9GZX7	57379	MONDO_0005046	immune system disorder
AIFM1	HGNC:8768	X-linked hereditary sensory and autonomic neuropathy with hearing loss	MONDO_0010378	Definitive	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000287295	ENSP00000287295	O95831	9131	MONDO_0002025	psychiatric disorder
AIFM1	HGNC:8768	X-linked hereditary sensory and autonomic neuropathy with hearing loss	MONDO_0010378	Definitive	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000287295	ENSP00000287295	O95831	9131	MONDO_0002409	auditory system disorder
AIFM1	HGNC:8768	X-linked hereditary sensory and autonomic neuropathy with hearing loss	MONDO_0010378	Definitive	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000287295	ENSP00000287295	O95831	9131	MONDO_0005071	nervous system disorder
AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000287295	ENSP00000287295	O95831	9131	MONDO_0021147	disorder of development or morphogenesis
AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000287295	ENSP00000287295	O95831	9131	MONDO_0005066	metabolic disease
AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000287295	ENSP00000287295	O95831	9131	MONDO_0005071	nervous system disorder
AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000287295	ENSP00000287295	O95831	9131	MONDO_0044970	mitochondrial disease
AIPL1	HGNC:359	AIPL1-related retinopathy	MONDO_0100438	Definitive	17	6393693.0	6435199.0	-	ENSG00000129221	ENST00000381129	ENSP00000370521	Q9NZN9	23746	MONDO_0002022	disorder of orbital region
AIPL1	HGNC:359	AIPL1-related retinopathy	MONDO_0100438	Definitive	17	6393693.0	6435199.0	-	ENSG00000129221	ENST00000381129	ENSP00000370521	Q9NZN9	23746	MONDO_0002025	psychiatric disorder
AIPL1	HGNC:359	AIPL1-related retinopathy	MONDO_0100438	Definitive	17	6393693.0	6435199.0	-	ENSG00000129221	ENST00000381129	ENSP00000370521	Q9NZN9	23746	MONDO_0024458	disorder of visual system
AIPL1	HGNC:359	AIPL1-related retinopathy	MONDO_0100438	Definitive	17	6393693.0	6435199.0	-	ENSG00000129221	ENST00000381129	ENSP00000370521	Q9NZN9	23746	MONDO_0005071	nervous system disorder
AIRE	HGNC:360	autoimmune polyendocrine syndrome type 1	MONDO_0009411	Definitive	21	44285838.0	44298648.0	+	ENSG00000160224	ENST00000291582	ENSP00000291582	O43918	326	MONDO_0005151	endocrine system disorder
AIRE	HGNC:360	autoimmune polyendocrine syndrome type 1	MONDO_0009411	Definitive	21	44285838.0	44298648.0	+	ENSG00000160224	ENST00000291582	ENSP00000291582	O43918	326	MONDO_0005046	immune system disorder
AK2	HGNC:362	reticular dysgenesis	MONDO_0009973	Definitive	1	33007986.0	33080996.0	-	ENSG00000004455	ENST00000672715	ENSP00000499935	P54819	204	MONDO_0005046	immune system disorder
AK7	HGNC:20091	spermatogenic failure 27	MONDO_0054731	Limited	14	96392128.0	96489427.0	+	ENSG00000140057	ENST00000267584	ENSP00000267584	Q96M32	122481	MONDO_0005039	reproductive system disorder
AK7	HGNC:20091	primary ciliary dyskinesia	MONDO_0016575	Disputed	14	96392128.0	96489427.0	+	ENSG00000140057	ENST00000267584	ENSP00000267584	Q96M32	122481	MONDO_0005087	respiratory system disorder
AKAP9	HGNC:379	long QT syndrome	MONDO_0002442	Disputed	7	91940840.0	92110673.0	+	ENSG00000127914	ENST00000356239	ENSP00000348573	Q99996	10142	MONDO_0021147	disorder of development or morphogenesis
AKAP9	HGNC:379	long QT syndrome	MONDO_0002442	Disputed	7	91940840.0	92110673.0	+	ENSG00000127914	ENST00000356239	ENSP00000348573	Q99996	10142	MONDO_0004995	cardiovascular disorder
AKR1D1	HGNC:388	congenital bile acid synthesis defect 2	MONDO_0009339	Definitive	7	138002324.0	138118305.0	+	ENSG00000122787	ENST00000242375	ENSP00000242375	P51857	6718	MONDO_0005066	metabolic disease
AKT3	HGNC:393	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes	MONDO_0100283	Definitive	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000673466	ENSP00000500582	Q9Y243	10000	MONDO_0021147	disorder of development or morphogenesis
AKT3	HGNC:393	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes	MONDO_0100283	Definitive	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000673466	ENSP00000500582	Q9Y243	10000	MONDO_0005071	nervous system disorder
AKT3	HGNC:393	microcephaly	MONDO_0001149	Limited	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000673466	ENSP00000500582	Q9Y243	10000	MONDO_0021147	disorder of development or morphogenesis
AKT3	HGNC:393	microcephaly	MONDO_0001149	Limited	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000673466	ENSP00000500582	Q9Y243	10000	MONDO_0005071	nervous system disorder
ALAD	HGNC:395	porphyria due to ALA dehydratase deficiency	MONDO_0013000	Moderate	9	113386312.0	113401290.0	-	ENSG00000148218	ENST00000409155	ENSP00000386284	P13716	210	MONDO_0005066	metabolic disease
ALAD	HGNC:395	porphyria due to ALA dehydratase deficiency	MONDO_0013000	Moderate	9	113386312.0	113401290.0	-	ENSG00000148218	ENST00000409155	ENSP00000386284	P13716	210	MONDO_0002051	integumentary system disorder
ALAD	HGNC:395	porphyria due to ALA dehydratase deficiency	MONDO_0013000	Moderate	9	113386312.0	113401290.0	-	ENSG00000148218	ENST00000409155	ENSP00000386284	P13716	210	MONDO_0004335	digestive system disorder
ALAD	HGNC:395	porphyria due to ALA dehydratase deficiency	MONDO_0013000	Moderate	9	113386312.0	113401290.0	-	ENSG00000148218	ENST00000409155	ENSP00000386284	P13716	210	MONDO_0005151	endocrine system disorder
ALAS2	HGNC:397	X-linked erythropoietic protoporphyria	MONDO_0010420	Definitive	X	55009055.0	55030977.0	-	ENSG00000158578	ENST00000650242	ENSP00000497236	P22557	212	MONDO_0005066	metabolic disease
ALAS2	HGNC:397	X-linked erythropoietic protoporphyria	MONDO_0010420	Definitive	X	55009055.0	55030977.0	-	ENSG00000158578	ENST00000650242	ENSP00000497236	P22557	212	MONDO_0002051	integumentary system disorder
ALAS2	HGNC:397	X-linked erythropoietic protoporphyria	MONDO_0010420	Definitive	X	55009055.0	55030977.0	-	ENSG00000158578	ENST00000650242	ENSP00000497236	P22557	212	MONDO_0004335	digestive system disorder
ALAS2	HGNC:397	X-linked erythropoietic protoporphyria	MONDO_0010420	Definitive	X	55009055.0	55030977.0	-	ENSG00000158578	ENST00000650242	ENSP00000497236	P22557	212	MONDO_0005151	endocrine system disorder
ALDH18A1	HGNC:9722	P5CS deficiency	MONDO_0100126	Definitive	10	95605941.0	95656711.0	-	ENSG00000059573	ENST00000371224	ENSP00000360268	P54886	5832	MONDO_0005066	metabolic disease
ALDH4A1	HGNC:406	hyperprolinemia type 2	MONDO_0009401	Definitive	1	18871430.0	18902724.0	-	ENSG00000159423	ENST00000375341	ENSP00000364490	P30038	8659	MONDO_0005066	metabolic disease
ALDH5A1	HGNC:408	succinic semialdehyde dehydrogenase deficiency	MONDO_0010083	Definitive	6	24494867.0	24537207.0	+	ENSG00000112294	ENST00000357578	ENSP00000350191	P51649	7915	MONDO_0005066	metabolic disease
ALDH6A1	HGNC:7179	methylmalonate semialdehyde dehydrogenase deficiency	MONDO_0013579	Limited	14	74056847.0	74084492.0	-	ENSG00000119711	ENST00000553458	ENSP00000450436	Q02252	4329	MONDO_0005066	metabolic disease
ALDH7A1	HGNC:877	pyridoxine-dependent epilepsy	MONDO_0009945	Definitive	5	126531200.0	126595362.0	-	ENSG00000164904	ENST00000409134	ENSP00000387123	P49419	501	MONDO_0005066	metabolic disease
ALDH7A1	HGNC:877	pyridoxine-dependent epilepsy	MONDO_0009945	Definitive	5	126531200.0	126595362.0	-	ENSG00000164904	ENST00000409134	ENSP00000387123	P49419	501	MONDO_0005071	nervous system disorder
ALDH7A1	HGNC:877	pyridoxine-dependent epilepsy	MONDO_0009945	Definitive	5	126531200.0	126595362.0	-	ENSG00000164904	ENST00000409134	ENSP00000387123	P49419	501	MONDO_0005137	nutritional disorder
ALG1	HGNC:18294	ALG1-congenital disorder of glycosylation	MONDO_0012052	Definitive	16	5033702.0	5087379.0	+	ENSG00000033011	ENST00000262374	ENSP00000262374	Q9BT22	56052	MONDO_0005066	metabolic disease
ALG11	HGNC:32456	ALG11-congenital disorder of glycosylation	MONDO_0013349	Moderate	13	52012391.0	52079232.0	+	ENSG00000253710	ENST00000521508	ENSP00000430236	Q2TAA5	440138	MONDO_0005066	metabolic disease
ALG12	HGNC:19358	ALG12-congenital disorder of glycosylation	MONDO_0011783	Definitive	22	49900229.0	49918438.0	-	ENSG00000182858	ENST00000330817	ENSP00000333813	Q9BV10	79087	MONDO_0005066	metabolic disease
ALG13	HGNC:30881	developmental and epileptic encephalopathy	MONDO_0100062	Definitive	X	111665811.0	111760649.0	+	ENSG00000101901	ENST00000394780	ENSP00000378260	Q9NP73	79868	MONDO_0005071	nervous system disorder
ALG14	HGNC:28287	congenital disorder of glycosylation	MONDO_0015286	Limited	1	94974405.0	95072951.0	-	ENSG00000172339	ENST00000370205	ENSP00000359224	Q96F25	199857	MONDO_0005066	metabolic disease
ALG2	HGNC:23159	ALG2-congenital disorder of glycosylation	MONDO_0011933	Strong	9	99216425.0	99221942.0	-	ENSG00000119523	ENST00000476832	ENSP00000417764	Q9H553	85365	MONDO_0005066	metabolic disease
ALG3	HGNC:23056	ALG3-congenital disorder of glycosylation	MONDO_0010998	Definitive	3	184242301.0	184249548.0	-	ENSG00000214160	ENST00000397676	ENSP00000380793	Q92685	10195	MONDO_0005066	metabolic disease
ALG6	HGNC:23157	ALG6-congenital disorder of glycosylation 1C	MONDO_0011291	Definitive	1	63367575.0	63438553.0	+	ENSG00000088035	ENST00000263440	ENSP00000263440	Q9Y672	29929	MONDO_0005066	metabolic disease
ALG6	HGNC:23157	cystic kidney disease	MONDO_0002473	Limited	1	63367575.0	63438553.0	+	ENSG00000088035	ENST00000263440	ENSP00000263440	Q9Y672	29929	MONDO_0002118	urinary system disorder
ALG8	HGNC:23161	polycystic liver disease 3 with or without kidney cysts	MONDO_0054743	Limited	11	78095244.0	78139660.0	-	ENSG00000159063	ENST00000299626	ENSP00000299626	Q9BVK2	79053	MONDO_0004335	digestive system disorder
ALG8	HGNC:23161	polycystic liver disease 3 with or without kidney cysts	MONDO_0054743	Limited	11	78095244.0	78139660.0	-	ENSG00000159063	ENST00000299626	ENSP00000299626	Q9BVK2	79053	MONDO_0005151	endocrine system disorder
ALG9	HGNC:15672	ALG9-associated autosomal dominant polycystic kidney disease	MONDO_0700000	Definitive	11	111782195.0	111871581.0	-	ENSG00000086848	ENST00000616540	ENSP00000482437	Q9H6U8	79796	MONDO_0002118	urinary system disorder
ALK	HGNC:427	neuroblastoma, susceptibility to, 3	MONDO_0013083	Definitive	2	29192774.0	29921586.0	-	ENSG00000171094	ENST00000389048	ENSP00000373700	Q9UM73	238	MONDO_0045024	cancer or benign tumor
ALPK3	HGNC:17574	hypertrophic cardiomyopathy	MONDO_0005045	Definitive	15	84817356.0	84873479.0	+	ENSG00000136383	ENST00000258888	ENSP00000258888	Q96L96	57538	MONDO_0002081	musculoskeletal system disorder
ALPK3	HGNC:17574	hypertrophic cardiomyopathy	MONDO_0005045	Definitive	15	84817356.0	84873479.0	+	ENSG00000136383	ENST00000258888	ENSP00000258888	Q96L96	57538	MONDO_0004995	cardiovascular disorder
ALPK3	HGNC:17574	hypertrophic cardiomyopathy	MONDO_0005045	Strong	15	84817356.0	84873479.0	+	ENSG00000136383	ENST00000258888	ENSP00000258888	Q96L96	57538	MONDO_0002081	musculoskeletal system disorder
ALPK3	HGNC:17574	hypertrophic cardiomyopathy	MONDO_0005045	Strong	15	84817356.0	84873479.0	+	ENSG00000136383	ENST00000258888	ENSP00000258888	Q96L96	57538	MONDO_0004995	cardiovascular disorder
ALPL	HGNC:438	obsolete adult hypophosphatasia	MONDO_0007798	Definitive	1	21509397.0	21578410.0	+	ENSG00000162551	ENST00000374840	ENSP00000363973	P05186	249		
ALPL	HGNC:438	obsolete childhood hypophosphatasia	MONDO_0009428	Definitive	1	21509397.0	21578410.0	+	ENSG00000162551	ENST00000374840	ENSP00000363973	P05186	249		
ALPL	HGNC:438	obsolete childhood hypophosphatasia	MONDO_0009428	Definitive	1	21509397.0	21578410.0	+	ENSG00000162551	ENST00000374840	ENSP00000363973	P05186	249		
ALPL	HGNC:438	obsolete infantile hypophosphatasia	MONDO_0009427	Definitive	1	21509397.0	21578410.0	+	ENSG00000162551	ENST00000374840	ENSP00000363973	P05186	249		
ALS2	HGNC:443	ALS2-related motor neuron disease	MONDO_0100227	Definitive	2	201700267.0	201782112.0	-	ENSG00000003393	ENST00000264276	ENSP00000264276	Q96Q42	57679	MONDO_0005071	nervous system disorder
ALX1	HGNC:1494	frontonasal dysplasia - severe microphthalmia - severe facial clefting syndrome	MONDO_0013271	Definitive	12	85280220.0	85301784.0	+	ENSG00000180318	ENST00000316824	ENSP00000315417	Q15699	8092	MONDO_0021147	disorder of development or morphogenesis
ALX1	HGNC:1494	frontonasal dysplasia - severe microphthalmia - severe facial clefting syndrome	MONDO_0013271	Definitive	12	85280220.0	85301784.0	+	ENSG00000180318	ENST00000316824	ENSP00000315417	Q15699	8092	MONDO_0002081	musculoskeletal system disorder
ALX3	HGNC:449	frontorhiny	MONDO_0007636	Definitive	1	110059870.0	110070672.0	-	ENSG00000156150	ENST00000647563	ENSP00000497310	O95076	257	MONDO_0021147	disorder of development or morphogenesis
ALX3	HGNC:449	frontorhiny	MONDO_0007636	Definitive	1	110059870.0	110070672.0	-	ENSG00000156150	ENST00000647563	ENSP00000497310	O95076	257	MONDO_0002081	musculoskeletal system disorder
AMACR	HGNC:451	alpha-methylacyl-CoA racemase deficiency	MONDO_0013681	Moderate	5	33986165.0	34008104.0	-	ENSG00000242110	ENST00000335606	ENSP00000334424	Q9UHK6	23600	MONDO_0005066	metabolic disease
AMER1	HGNC:26837	osteopathia striata with cranial sclerosis	MONDO_0010310	Definitive	X	64185117.0	64205708.0	-	ENSG00000184675	ENST00000374869	ENSP00000364003	Q5JTC6	139285	MONDO_0002081	musculoskeletal system disorder
AMT	HGNC:473	glycine encephalopathy	MONDO_0011612	Definitive	3	49416778.0	49422685.0	-	ENSG00000145020	ENST00000273588	ENSP00000273588	P48728	275	MONDO_0005066	metabolic disease
AMT	HGNC:473	glycine encephalopathy	MONDO_0011612	Definitive	3	49416778.0	49422685.0	-	ENSG00000145020	ENST00000273588	ENSP00000273588	P48728	275	MONDO_0005071	nervous system disorder
