	gene_name	hgnc_id	disease_label	mondo_disease_id	classification	chromosome	start	end	strand	gene_id	transcript_id	protein_id	uniprot_id	entrez_id	mondo_ancestor_id	ancestor_label	case/control
125	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000615544	ENSP00000477968	P63261	71	MONDO_0021147	disorder of development or morphogenesis	case
126	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000615544	ENSP00000477968	P63261	71	MONDO_0005071	nervous system disorder	case
127	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000680727	ENSP00000505193	P63261	71	MONDO_0021147	disorder of development or morphogenesis	case
128	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000680727	ENSP00000505193	P63261	71	MONDO_0005071	nervous system disorder	case
129	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000680227	ENSP00000506253	P63261	71	MONDO_0021147	disorder of development or morphogenesis	case
130	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000680227	ENSP00000506253	P63261	71	MONDO_0005071	nervous system disorder	case
131	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000679778	ENSP00000505235	P63261	71	MONDO_0021147	disorder of development or morphogenesis	case
132	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000679778	ENSP00000505235	P63261	71	MONDO_0005071	nervous system disorder	case
133	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575842	ENSP00000458162	P63261	71	MONDO_0021147	disorder of development or morphogenesis	case
134	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575842	ENSP00000458162	P63261	71	MONDO_0005071	nervous system disorder	case
135	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575087	ENSP00000459124	P63261	71	MONDO_0021147	disorder of development or morphogenesis	case
136	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575087	ENSP00000459124	P63261	71	MONDO_0005071	nervous system disorder	case
137	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000571721	ENSP00000460660	P63261	71	MONDO_0021147	disorder of development or morphogenesis	case
138	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000571721	ENSP00000460660	P63261	71	MONDO_0005071	nervous system disorder	case
139	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575659	ENSP00000459119	P63261	71	MONDO_0021147	disorder of development or morphogenesis	case
140	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575659	ENSP00000459119	P63261	71	MONDO_0005071	nervous system disorder	case
141	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575994	ENSP00000460464	P63261	71	MONDO_0021147	disorder of development or morphogenesis	case
142	ACTG1	HGNC:144	Baraitser-winter syndrome 2	MONDO_0013812	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575994	ENSP00000460464	P63261	71	MONDO_0005071	nervous system disorder	case
143	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000681052	ENSP00000505060	P63261	71	MONDO_0002025	psychiatric disorder	case
144	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000681052	ENSP00000505060	P63261	71	MONDO_0002409	auditory system disorder	case
145	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000681052	ENSP00000505060	P63261	71	MONDO_0005071	nervous system disorder	case
146	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000576544	ENSP00000461672	P63261	71	MONDO_0002025	psychiatric disorder	case
147	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000576544	ENSP00000461672	P63261	71	MONDO_0002409	auditory system disorder	case
148	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000576544	ENSP00000461672	P63261	71	MONDO_0005071	nervous system disorder	case
149	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000573283	ENSP00000458435	P63261	71	MONDO_0002025	psychiatric disorder	case
150	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000573283	ENSP00000458435	P63261	71	MONDO_0002409	auditory system disorder	case
151	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000573283	ENSP00000458435	P63261	71	MONDO_0005071	nervous system disorder	case
152	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000681842	ENSP00000506126	P63261	71	MONDO_0002025	psychiatric disorder	case
153	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000681842	ENSP00000506126	P63261	71	MONDO_0002409	auditory system disorder	case
154	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000681842	ENSP00000506126	P63261	71	MONDO_0005071	nervous system disorder	case
155	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000679480	ENSP00000506201	P63261	71	MONDO_0002025	psychiatric disorder	case
156	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000679480	ENSP00000506201	P63261	71	MONDO_0002409	auditory system disorder	case
157	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000679480	ENSP00000506201	P63261	71	MONDO_0005071	nervous system disorder	case
158	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000570382	ENSP00000466346	P63261	71	MONDO_0002025	psychiatric disorder	case
159	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000570382	ENSP00000466346	P63261	71	MONDO_0002409	auditory system disorder	case
160	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000570382	ENSP00000466346	P63261	71	MONDO_0005071	nervous system disorder	case
161	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000615544	ENSP00000477968	P63261	71	MONDO_0002025	psychiatric disorder	case
162	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000615544	ENSP00000477968	P63261	71	MONDO_0002409	auditory system disorder	case
163	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000615544	ENSP00000477968	P63261	71	MONDO_0005071	nervous system disorder	case
164	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000680727	ENSP00000505193	P63261	71	MONDO_0002025	psychiatric disorder	case
165	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000680727	ENSP00000505193	P63261	71	MONDO_0002409	auditory system disorder	case
166	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000680727	ENSP00000505193	P63261	71	MONDO_0005071	nervous system disorder	case
167	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000680227	ENSP00000506253	P63261	71	MONDO_0002025	psychiatric disorder	case
168	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000680227	ENSP00000506253	P63261	71	MONDO_0002409	auditory system disorder	case
169	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000680227	ENSP00000506253	P63261	71	MONDO_0005071	nervous system disorder	case
170	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000679778	ENSP00000505235	P63261	71	MONDO_0002025	psychiatric disorder	case
171	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000679778	ENSP00000505235	P63261	71	MONDO_0002409	auditory system disorder	case
172	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000679778	ENSP00000505235	P63261	71	MONDO_0005071	nervous system disorder	case
173	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575842	ENSP00000458162	P63261	71	MONDO_0002025	psychiatric disorder	case
174	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575842	ENSP00000458162	P63261	71	MONDO_0002409	auditory system disorder	case
175	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575842	ENSP00000458162	P63261	71	MONDO_0005071	nervous system disorder	case
176	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575087	ENSP00000459124	P63261	71	MONDO_0002025	psychiatric disorder	case
177	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575087	ENSP00000459124	P63261	71	MONDO_0002409	auditory system disorder	case
178	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575087	ENSP00000459124	P63261	71	MONDO_0005071	nervous system disorder	case
179	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000571721	ENSP00000460660	P63261	71	MONDO_0002025	psychiatric disorder	case
180	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000571721	ENSP00000460660	P63261	71	MONDO_0002409	auditory system disorder	case
181	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000571721	ENSP00000460660	P63261	71	MONDO_0005071	nervous system disorder	case
182	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575659	ENSP00000459119	P63261	71	MONDO_0002025	psychiatric disorder	case
183	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575659	ENSP00000459119	P63261	71	MONDO_0002409	auditory system disorder	case
184	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575659	ENSP00000459119	P63261	71	MONDO_0005071	nervous system disorder	case
185	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575994	ENSP00000460464	P63261	71	MONDO_0002025	psychiatric disorder	case
186	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575994	ENSP00000460464	P63261	71	MONDO_0002409	auditory system disorder	case
187	ACTG1	HGNC:144	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	17	81509413.0	81523847.0	-	ENSG00000184009	ENST00000575994	ENSP00000460464	P63261	71	MONDO_0005071	nervous system disorder	case
188	ACTL6A	HGNC:24124	ACTL6A-related BAFopathy	MONDO_0700121	Moderate	3	179562886.0	179588407.0	+	ENSG00000136518	ENST00000450518	ENSP00000394014	O96019	86			control
189	ACTL6A	HGNC:24124	ACTL6A-related BAFopathy	MONDO_0700121	Moderate	3	179562886.0	179588407.0	+	ENSG00000136518	ENST00000392662	ENSP00000376430	O96019	86			control
190	ACTL6A	HGNC:24124	ACTL6A-related BAFopathy	MONDO_0700121	Moderate	3	179562886.0	179588407.0	+	ENSG00000136518	ENST00000429709	ENSP00000397552	O96019	86			control
191	ACTN1	HGNC:163	platelet-type bleeding disorder 15	MONDO_0014078	Definitive	14	68874123.0	68979440.0	-	ENSG00000072110	ENST00000193403	ENSP00000193403	P12814	87	MONDO_0005570	hematologic disorder	case
192	ACTN1	HGNC:163	platelet-type bleeding disorder 15	MONDO_0014078	Definitive	14	68874123.0	68979440.0	-	ENSG00000072110	ENST00000394419	ENSP00000377941	P12814	87	MONDO_0005570	hematologic disorder	case
193	ACTN1	HGNC:163	platelet-type bleeding disorder 15	MONDO_0014078	Definitive	14	68874123.0	68979440.0	-	ENSG00000072110	ENST00000438964	ENSP00000414272	P12814	87	MONDO_0005570	hematologic disorder	case
194	ACTN1	HGNC:163	platelet-type bleeding disorder 15	MONDO_0014078	Definitive	14	68874123.0	68979440.0	-	ENSG00000072110	ENST00000538545	ENSP00000439828	P12814	87	MONDO_0005570	hematologic disorder	case
195	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000682025	ENSP00000507086	Q04771	90	MONDO_0002051	integumentary system disorder	case
196	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000682025	ENSP00000507086	Q04771	90	MONDO_0002081	musculoskeletal system disorder	case
197	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000683487	ENSP00000507113	Q04771	90	MONDO_0002051	integumentary system disorder	case
198	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000683487	ENSP00000507113	Q04771	90	MONDO_0002081	musculoskeletal system disorder	case
199	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000682300	ENSP00000507102	Q04771	90	MONDO_0002051	integumentary system disorder	case
200	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000682300	ENSP00000507102	Q04771	90	MONDO_0002081	musculoskeletal system disorder	case
201	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000683441	ENSP00000508189	Q04771	90	MONDO_0002051	integumentary system disorder	case
202	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000683441	ENSP00000508189	Q04771	90	MONDO_0002081	musculoskeletal system disorder	case
203	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000684595	ENSP00000507730	Q04771	90	MONDO_0002051	integumentary system disorder	case
204	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000684595	ENSP00000507730	Q04771	90	MONDO_0002081	musculoskeletal system disorder	case
205	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000263640	ENSP00000263640	Q04771	90	MONDO_0002051	integumentary system disorder	case
206	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000263640	ENSP00000263640	Q04771	90	MONDO_0002081	musculoskeletal system disorder	case
207	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000434821	ENSP00000405004	Q04771	90	MONDO_0002051	integumentary system disorder	case
208	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000434821	ENSP00000405004	Q04771	90	MONDO_0002081	musculoskeletal system disorder	case
209	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000409283	ENSP00000387273	Q04771	90	MONDO_0002051	integumentary system disorder	case
210	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000409283	ENSP00000387273	Q04771	90	MONDO_0002081	musculoskeletal system disorder	case
211	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000683820	ENSP00000507727	Q04771	90	MONDO_0002051	integumentary system disorder	case
212	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000683820	ENSP00000507727	Q04771	90	MONDO_0002081	musculoskeletal system disorder	case
213	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000684348	ENSP00000508136	Q04771	90	MONDO_0002051	integumentary system disorder	case
214	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000684348	ENSP00000508136	Q04771	90	MONDO_0002081	musculoskeletal system disorder	case
215	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000672582	ENSP00000500605	Q04771	90	MONDO_0002051	integumentary system disorder	case
216	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000672582	ENSP00000500605	Q04771	90	MONDO_0002081	musculoskeletal system disorder	case
217	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000673324	ENSP00000500109	Q04771	90	MONDO_0002051	integumentary system disorder	case
218	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000673324	ENSP00000500109	Q04771	90	MONDO_0002081	musculoskeletal system disorder	case
219	ACVR1	HGNC:171	fibrodysplasia ossificans progressiva	MONDO_0007606	Definitive	2	157736251.0	157876330.0	-	ENSG00000115170	ENST00000424669	ENSP00000400767	Q04771	90	MONDO_0002051	integumentary system disorder	case
