gene_id	gene_name	disease_label	mondo_disease_id	efo_ancestor_id	efo_ancestor_label	gwas_association	gwas_id_efo	gwas_label	l2g_score
ENSG00000038427	VCAN	Wagner disease	MONDO_0007740	EFO_0000618	nervous system disease	True	EFO_0004143	carpal tunnel syndrome	0.9886612928289297
ENSG00000038427	VCAN	Wagner disease	MONDO_0007740	MONDO_0024458	disorder of visual system	False			
ENSG00000039068	CDH1	CDH1-related diffuse gastric and lobular breast cancer syndrome	MONDO_0100488	MONDO_0045024	cancer or benign tumor	True	MONDO_0005575;EFO_0000389;MONDO_0002278	colorectal cancer;cutaneous melanoma;benign colon neoplasm	0.6937577470947572;0.7790185908817274
ENSG00000039068	CDH1	familial ovarian cancer	MONDO_0016248	EFO_0000512	reproductive system disease	False			
ENSG00000039068	CDH1	familial ovarian cancer	MONDO_0016248	EFO_0001379	endocrine system disease	False			
ENSG00000039068	CDH1	familial ovarian cancer	MONDO_0016248	MONDO_0045024	cancer or benign tumor	True	MONDO_0005575;EFO_0000389;MONDO_0002278	colorectal cancer;cutaneous melanoma;benign colon neoplasm	0.6937577470947572;0.7790185908817274
ENSG00000039139	DNAH5	primary ciliary dyskinesia 3	MONDO_0012085	EFO_0000684	respiratory system disease	False	MONDO_0004979	asthma	0.10337057569986323
ENSG00000039650	PNKP	microcephaly, seizures, and developmental delay	MONDO_0013254	EFO_0000618	nervous system disease	False			
ENSG00000039650	PNKP	microcephaly, seizures, and developmental delay	MONDO_0013254	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000041982	TNC	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	True	EFO_0001054;EFO_0004698	leprosy;insomnia	0.8155624379776023;0.9548775096102124
ENSG00000042317	SPATA7	inherited retinal dystrophy	MONDO_0019118	EFO_0000524	head and neck disorder	False			
ENSG00000042317	SPATA7	inherited retinal dystrophy	MONDO_0019118	EFO_0000618	nervous system disease	False	EFO_0004698;MONDO_0005301;EFO_1001908	insomnia;multiple sclerosis;phobic disorder	0.2531998993508919;0.06071350713767285;0.05734920800099426
ENSG00000042317	SPATA7	inherited retinal dystrophy	MONDO_0019118	MONDO_0024458	disorder of visual system	False			
ENSG00000043462	LCP2	immunodeficiency 81	MONDO_0030302	EFO_0000540	immune system disease	False			
ENSG00000044115	CTNNA1	CTNNA1-related diffuse gastric and lobular breast cancer syndrome	MONDO_0100256	EFO_0000405	digestive system disease	False	EFO_0000555	irritable bowel syndrome	0.48586061695667043
ENSG00000044115	CTNNA1	CTNNA1-related diffuse gastric and lobular breast cancer syndrome	MONDO_0100256	EFO_0009483	breast disease	False			
ENSG00000044115	CTNNA1	CTNNA1-related diffuse gastric and lobular breast cancer syndrome	MONDO_0100256	EFO_0010285	integumentary system disease	False			
ENSG00000044115	CTNNA1	CTNNA1-related diffuse gastric and lobular breast cancer syndrome	MONDO_0100256	MONDO_0045024	cancer or benign tumor	True	EFO_0000326	central nervous system cancer	0.7166131706079629
ENSG00000044115	CTNNA1	hereditary nonpolyposis colon cancer	MONDO_0018630	EFO_0000405	digestive system disease	False	EFO_0000555	irritable bowel syndrome	0.48586061695667043
ENSG00000044115	CTNNA1	hereditary nonpolyposis colon cancer	MONDO_0018630	MONDO_0045024	cancer or benign tumor	True	EFO_0000326	central nervous system cancer	0.7166131706079629
ENSG00000046604	DSG2	arrhythmogenic right ventricular cardiomyopathy	MONDO_0016587	EFO_0000319	cardiovascular disease	True	EFO_0000275	atrial fibrillation	0.9689555939953425
ENSG00000046604	DSG2	arrhythmogenic right ventricular cardiomyopathy	MONDO_0016587	EFO_0009676	musculoskeletal system disease	False			
ENSG00000046604	DSG2	dilated cardiomyopathy	MONDO_0005021	EFO_0000319	cardiovascular disease	True	EFO_0000275	atrial fibrillation	0.9689555939953425
ENSG00000046604	DSG2	dilated cardiomyopathy	MONDO_0005021	EFO_0009676	musculoskeletal system disease	False			
ENSG00000047579	DTNBP1	Hermansky-Pudlak syndrome 7	MONDO_0013559	EFO_0005803	hematologic disease	False			
ENSG00000047579	DTNBP1	Hermansky-Pudlak syndrome 7	MONDO_0013559	EFO_0010285	integumentary system disease	False	EFO_0000389	cutaneous melanoma	0.3252401164924001
ENSG00000048545	GUCA1A	cone dystrophy 3	MONDO_0011193	EFO_0000524	head and neck disorder	False			
ENSG00000048545	GUCA1A	cone dystrophy 3	MONDO_0011193	EFO_0000618	nervous system disease	False	MONDO_0000476	generalized dystonia	0.11846857724923489
ENSG00000048545	GUCA1A	cone dystrophy 3	MONDO_0011193	MONDO_0024458	disorder of visual system	False			
ENSG00000048707	VPS13D	Leigh syndrome	MONDO_0009723	EFO_0000618	nervous system disease	False			
ENSG00000048707	VPS13D	Leigh syndrome	MONDO_0009723	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000049089	COL9A2	Stickler syndrome	MONDO_0019354	EFO_0000524	head and neck disorder	False			
ENSG00000049089	COL9A2	Stickler syndrome	MONDO_0019354	EFO_0000618	nervous system disease	False			
ENSG00000049089	COL9A2	Stickler syndrome	MONDO_0019354	EFO_0009676	musculoskeletal system disease	True	EFO_0004261	osteitis deformans	0.5422858999609208
ENSG00000049089	COL9A2	Stickler syndrome	MONDO_0019354	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000049089	COL9A2	Stickler syndrome	MONDO_0019354	MONDO_0024458	disorder of visual system	False			
ENSG00000049130	KITLG	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False			
ENSG00000049167	ERCC8	Cockayne syndrome type 1	MONDO_0019569	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000049249	TNFRSF9	immunodeficiency 109 with lymphoproliferation	MONDO_0859526	EFO_0000540	immune system disease	False	EFO_0000729;EFO_0003767;EFO_0000384	ulcerative colitis;inflammatory bowel disease;Crohn's disease	0.07477159302635386;0.0651546950270787;0.050686098971020666
ENSG00000049540	ELN	cutis laxa, autosomal dominant 1	MONDO_0007411	EFO_0010285	integumentary system disease	False			
ENSG00000049540	ELN	cutis laxa, autosomal dominant 1	MONDO_0007411	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000049618	ARID1B	Coffin-Siris syndrome	MONDO_0015452	EFO_0009676	musculoskeletal system disease	True	EFO_0003102;EFO_0005279	osteomyelitis;temporomandibular joint disorder	0.791009852985665;0.2026511902819924
ENSG00000049618	ARID1B	Coffin-Siris syndrome	MONDO_0015452	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000049759	NEDD4L	periventricular nodular heterotopia 7	MONDO_0014966	EFO_0000618	nervous system disease	False			
ENSG00000049768	FOXP3	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	MONDO_0010580	EFO_0000405	digestive system disease	False			
ENSG00000049768	FOXP3	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	MONDO_0010580	EFO_0000540	immune system disease	False			
ENSG00000049768	FOXP3	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	MONDO_0010580	EFO_0001379	endocrine system disease	False			
ENSG00000049860	HEXB	Sandhoff disease	MONDO_0010006	EFO_0000524	head and neck disorder	False			
ENSG00000049860	HEXB	Sandhoff disease	MONDO_0010006	EFO_0000618	nervous system disease	False			
ENSG00000049860	HEXB	Sandhoff disease	MONDO_0010006	MONDO_0024458	disorder of visual system	False			
ENSG00000050030	NEXMIF	X-linked complex neurodevelopmental disorder	MONDO_0100148	EFO_0000618	nervous system disease	False			
ENSG00000050555	LAMC3	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	True	EFO_1001892	generalized anxiety disorder	0.8280334088080282
ENSG00000053918	KCNQ1	hypertrophic cardiomyopathy	MONDO_0005045	EFO_0000319	cardiovascular disease	True	EFO_0003770;EFO_0009493;EFO_0005137;EFO_0003914;EFO_0004269;EFO_0003777;EFO_0005269	diabetic retinopathy;paroxysmal tachycardia;conduction system disorder;atherosclerosis;cardiac arrhythmia;heart disease;congenital heart malformation	0.26324301015985535;0.9126810182758933;0.0623234506045129;0.9579093606151303;0.9689921930315402
ENSG00000053918	KCNQ1	hypertrophic cardiomyopathy	MONDO_0005045	EFO_0009676	musculoskeletal system disease	True	EFO_0005137;EFO_0004274;EFO_0000731	conduction system disorder;gout;uterine fibroid	0.9126810182758933;0.07396194514290619;0.6337576974010943
ENSG00000053918	KCNQ1	short QT syndrome	MONDO_0000453	EFO_0000319	cardiovascular disease	True	EFO_0003770;EFO_0009493;EFO_0005137;EFO_0003914;EFO_0004269;EFO_0003777;EFO_0005269	diabetic retinopathy;paroxysmal tachycardia;conduction system disorder;atherosclerosis;cardiac arrhythmia;heart disease;congenital heart malformation	0.26324301015985535;0.9126810182758933;0.0623234506045129;0.9579093606151303;0.9689921930315402
ENSG00000054523	KIF1B	Charcot-Marie-Tooth disease type 2A1	MONDO_0007308	EFO_0000618	nervous system disease	False	MONDO_0005301	multiple sclerosis	0.2533111344536816
ENSG00000054598	FOXC1	anterior segment dysgenesis 3	MONDO_0024456	EFO_0000524	head and neck disorder	True	MONDO_0005041;EFO_0004190;EFO_0004235;EFO_1001022	glaucoma;open-angle glaucoma;exfoliation syndrome;low tension glaucoma	0.530836274374088;0.5896974293260078;0.7097399375015427
ENSG00000054598	FOXC1	anterior segment dysgenesis 3	MONDO_0024456	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000054598	FOXC1	anterior segment dysgenesis 3	MONDO_0024456	MONDO_0024458	disorder of visual system	True	MONDO_0005041;EFO_0004190;EFO_0004235;EFO_1001022	glaucoma;open-angle glaucoma;exfoliation syndrome;low tension glaucoma	0.530836274374088;0.5896974293260078;0.7097399375015427
ENSG00000054983	GALC	Krabbe disease	MONDO_0009499	EFO_0000524	head and neck disorder	False			
ENSG00000054983	GALC	Krabbe disease	MONDO_0009499	EFO_0000618	nervous system disease	True	MONDO_0005301;MONDO_0005180	multiple sclerosis;Parkinson disease	0.4988643016325097;0.5420022962166217
ENSG00000054983	GALC	Krabbe disease	MONDO_0009499	MONDO_0024458	disorder of visual system	False			
ENSG00000055118	KCNH2	Brugada syndrome	MONDO_0015263	EFO_0000319	cardiovascular disease	True	EFO_0003911;EFO_0000275;EFO_1001976;EFO_0004269	atrial flutter;atrial fibrillation;cardioembolic stroke;cardiac arrhythmia	0.7327868680393657;0.4951645083146422;0.5266282481877967;0.4779678438403293
ENSG00000055118	KCNH2	short QT syndrome	MONDO_0000453	EFO_0000319	cardiovascular disease	True	EFO_0003911;EFO_0000275;EFO_1001976;EFO_0004269	atrial flutter;atrial fibrillation;cardioembolic stroke;cardiac arrhythmia	0.7327868680393657;0.4951645083146422;0.5266282481877967;0.4779678438403293
ENSG00000055163	CYFIP2	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	False			
ENSG00000055609	KMT2C	syndromic intellectual disability	MONDO_0000508	EFO_0000618	nervous system disease	False			
ENSG00000057294	PKP2	Brugada syndrome 1	MONDO_0011001	EFO_0000319	cardiovascular disease	True	EFO_0000275;EFO_0003911;EFO_0007427	atrial fibrillation;atrial flutter;pericarditis	0.683313535837674;0.2740480031822432;0.061488880449654094
ENSG00000057294	PKP2	arrhythmogenic right ventricular cardiomyopathy	MONDO_0016587	EFO_0000319	cardiovascular disease	True	EFO_0000275;EFO_0003911;EFO_0007427	atrial fibrillation;atrial flutter;pericarditis	0.683313535837674;0.2740480031822432;0.061488880449654094
ENSG00000057294	PKP2	arrhythmogenic right ventricular cardiomyopathy	MONDO_0016587	EFO_0009676	musculoskeletal system disease	True	MONDO_0007915;EFO_0005423;EFO_1000941;EFO_1000789;EFO_0003898	systemic lupus erythematosus;adolescent idiopathic scoliosis;frozen shoulder;osteoarthritis, hand;ankylosing spondylitis	0.10706814987399818;0.5445782880708678;0.7995951032683815;0.7114461100676001;0.47079795810131325
ENSG00000057294	PKP2	catecholaminergic polymorphic ventricular tachycardia	MONDO_0017990	EFO_0000319	cardiovascular disease	True	EFO_0000275;EFO_0003911;EFO_0007427	atrial fibrillation;atrial flutter;pericarditis	0.683313535837674;0.2740480031822432;0.061488880449654094
ENSG00000057294	PKP2	dilated cardiomyopathy	MONDO_0005021	EFO_0000319	cardiovascular disease	True	EFO_0000275;EFO_0003911;EFO_0007427	atrial fibrillation;atrial flutter;pericarditis	0.683313535837674;0.2740480031822432;0.061488880449654094
ENSG00000057294	PKP2	dilated cardiomyopathy	MONDO_0005021	EFO_0009676	musculoskeletal system disease	True	MONDO_0007915;EFO_0005423;EFO_1000941;EFO_1000789;EFO_0003898	systemic lupus erythematosus;adolescent idiopathic scoliosis;frozen shoulder;osteoarthritis, hand;ankylosing spondylitis	0.10706814987399818;0.5445782880708678;0.7995951032683815;0.7114461100676001;0.47079795810131325
ENSG00000057593	F7	factor VII deficiency	MONDO_0002244	EFO_0005803	hematologic disease	True	EFO_0009314;MONDO_0002242	blood coagulation disease;coagulation protein disease	0.7745099640140497;0.7686205447633436
ENSG00000057663	ATG5	spinocerebellar ataxia, autosomal recessive 25	MONDO_0033115	EFO_0000618	nervous system disease	False			
ENSG00000059377	TBXAS1	ghosal hematodiaphyseal dysplasia	MONDO_0009274	EFO_0009676	musculoskeletal system disease	False	EFO_0002970	muscular disease	0.1318657079055197
ENSG00000060237	WNK1	neuropathy, hereditary sensory and autonomic, type 2A	MONDO_0024309	EFO_0000618	nervous system disease	False			
ENSG00000060642	PIGV	hyperphosphatasia with intellectual disability syndrome 1	MONDO_0009398	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000061676	NCKAP1	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	False	EFO_0003888;EFO_1001902	attention deficit hyperactivity disorder;neuromuscular disease	0.49582419936208116;0.11506834465915905
ENSG00000062038	CDH3	EEM syndrome	MONDO_0009155	EFO_0000524	head and neck disorder	False			
ENSG00000062038	CDH3	EEM syndrome	MONDO_0009155	EFO_0000618	nervous system disease	False			
ENSG00000062038	CDH3	EEM syndrome	MONDO_0009155	EFO_0009676	musculoskeletal system disease	False			
ENSG00000062038	CDH3	EEM syndrome	MONDO_0009155	EFO_0010285	integumentary system disease	True	EFO_0000389;EFO_0000676	cutaneous melanoma;psoriasis	0.821098793193842;0.8202078742298492
ENSG00000062038	CDH3	EEM syndrome	MONDO_0009155	MONDO_0021147	disorder of development or morphogenesis	True	EFO_0000389;EFO_0000756	cutaneous melanoma;melanoma	0.821098793193842;0.41193852732222275
ENSG00000062038	CDH3	EEM syndrome	MONDO_0009155	MONDO_0024458	disorder of visual system	False			
ENSG00000062822	POLD1	POLD1-related polyposis and colorectal cancer syndrome	MONDO_0100351	EFO_0000405	digestive system disease	False			
ENSG00000062822	POLD1	POLD1-related polyposis and colorectal cancer syndrome	MONDO_0100351	MONDO_0045024	cancer or benign tumor	False			
ENSG00000062822	POLD1	mandibular hypoplasia-deafness-progeroid syndrome	MONDO_0014157	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000062822	POLD1	non-severe combined immunodeficiency due to polymerase delta deficiency	MONDO_0800145	EFO_0000540	immune system disease	False			
ENSG00000063169	BICRA	Coffin-Siris syndrome	MONDO_0015452	EFO_0009676	musculoskeletal system disease	False			
ENSG00000063169	BICRA	Coffin-Siris syndrome	MONDO_0015452	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000064419	TNPO3	muscular dystrophy, limb-girdle, autosomal dominant	MONDO_0015151	EFO_0000618	nervous system disease	False			
ENSG00000064419	TNPO3	muscular dystrophy, limb-girdle, autosomal dominant	MONDO_0015151	EFO_0009676	musculoskeletal system disease	True	EFO_0008537;MONDO_0007915;EFO_0000404;MONDO_0004670;EFO_0000685;EFO_1001017;EFO_0005423;EFO_0000717;MONDO_0000589;EFO_0007374	anti-topoisomerase-I-antibody-positive systemic scleroderma;systemic lupus erythematosus;diffuse scleroderma;lupus erythematosus;rheumatoid arthritis;limited scleroderma;adolescent idiopathic scoliosis;systemic scleroderma;autoimmune disorder of musculoskeletal system;mixed connective tissue disease	0.5999925367666996;0.3006284901934583;0.2628024370521368;0.5240567067954744;0.6517508101367576;0.30773131488221483;0.6269550457696855;0.5925530025178238;0.47647090984441354;0.613745052576259
ENSG00000064490	RFXANK	MHC class II deficiency	MONDO_0008855	EFO_0000540	immune system disease	False			
ENSG00000064601	CTSA	galactosialidosis	MONDO_0009737	EFO_0000524	head and neck disorder	False			
ENSG00000064601	CTSA	galactosialidosis	MONDO_0009737	EFO_0009676	musculoskeletal system disease	False			
ENSG00000064601	CTSA	galactosialidosis	MONDO_0009737	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000064601	CTSA	galactosialidosis	MONDO_0009737	MONDO_0024458	disorder of visual system	False			
ENSG00000064933	PMS1	Lynch syndrome	MONDO_0005835	EFO_0000405	digestive system disease	False			
ENSG00000064933	PMS1	Lynch syndrome	MONDO_0005835	MONDO_0045024	cancer or benign tumor	False			
ENSG00000065000	AP3D1	Hermansky-Pudlak syndrome 10	MONDO_0014885	EFO_0005803	hematologic disease	False			
ENSG00000065000	AP3D1	Hermansky-Pudlak syndrome 10	MONDO_0014885	EFO_0010285	integumentary system disease	False			
ENSG00000065057	NTHL1	NTHL1-deficiency tumor predisposition syndrome	MONDO_0100502	MONDO_0045024	cancer or benign tumor	False			
ENSG00000065154	OAT	ornithine aminotransferase deficiency	MONDO_0009796	EFO_0000319	cardiovascular disease	False			
ENSG00000065154	OAT	ornithine aminotransferase deficiency	MONDO_0009796	EFO_0000524	head and neck disorder	False	EFO_0004190	open-angle glaucoma	0.052062245011028754
